Scenario - Tactile Training
Logfile written - 03/29/2016 16:38:09

Trial	Event Type	Code	x(num)	y(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

10	Response	2	-1710	109	2226241	36139	NA
10	Response	1	-1708	57	2226480	36379	NA
10	Response	2	-1708	57	2226701	36599	NA
10	Response	1	-1708	235	2227041	36939	NA
10	Response	2	-1702	234	2227401	37299	NA
10	Response	1	-1769	-400	2230441	40339	NA
10	Response	2	-1721	-422	2286001	95899	NA
10	Response	1	-1642	28	2289141	99039	NA
10	Response	2	-1676	-114	2292561	102459	NA
10	Response	1	-1887	-388	2295141	105039	NA
10	Response	2	-1843	-403	2307881	117779	NA
10	Response	1	-1992	-369	2312621	122520	NA
10	Response	2	-1992	-369	2317521	127419	NA
10	Response	1	-1944	-90	2319960	129859	NA
11	Response	2	-1879	-121	2321541	1169	NA
11	Response	1	-1935	-358	2323440	3069	NA
